fucI	fucR	fucP	fucK	fucO	fucU	fucA	crp	hofM	glpE	hofC	sohB	hofN	yhfA	ilvN	dksA	speC	hofP	azuC	trxA	hofO	ompA	glgC	glpG	mpl	ivbL	sfsA	yeiA	ppdD	ubiG	spf	hofB	glgS	ilvB	glgP	cpdB	agp	cyaA	cstA	cyaR	ykgR	glgA	xseA	yeiT	grpE	ychH	gntP	uxuR	uidB	uxuA	uidA	uxuB	exuR	uxaB	exuT	uxaA	uxaC	uidC	uidR	uhpT	uhpA	lsrF	lsrR	lsrK	lsrB	lsrG	lsrD	lsrA	tam	lsrC	murP	malM	malT	malK	lamB	malG	malS	malE	malF	dgsA	ynfK	ptsH	crr	ptsI	manX	manZ	manY	fruR	nagC	nagD	pgk	gapA	fbaA	epd	nagB	nagE	chbB	chbR	chbC	chbA	chbG	chbF	nanM	nanC	nagA	acnB	acnA	mtlD	mtlR	mtlA	galP	ptsG	aceK	aceB	iclR	aceA	nanR	nanA	nanE	nanT	nanK	yhcH	fimB	cysG	nirC	nirB	nirD	glmU	fruB	pck	fruA	ppsA	pfkA	eno	glmS	fruK	glk	malZ	yahA	pykF	galS	mglB	galR	mglC	mglA	galM	galE	galK	hupB	galT	hupA	pgm	seqA	tyrP	mtr	prpD	prpR	prpC	prpB	prpE	tnaC	rhaB	rhaS	rhaA	rhaD	rhaR	rhaT	entE	araA	agaV	ascF	ascG	ascB	htpG	gntT	icd	aldB	entA	putP	gntX	dsdX	dadA	aroA	ugpC	melB	melR	melA	putA	mhpC	kbaZ	agaR	agaC	agaS	agaD	kbaY	agaI	agaB	glpF	cirA	ugpQ
0.7310168	0.6115154	0.5433874	0.7550691	0.4576816	0.6682448	0.6759545	0.6629968	0.6667387	0.8793867	0.3982356	0.0173303	0.7789357	0.0433633	0.6201746	0.7115194	0.1490417	0.7140543	0.2886116	0.1143981	0.5755913	0.6418324	0.6282024	0.6296101	0.6272406	0.4240264	0.5378912	0.6899805	0.6159055	0.4175578	0.0400756	0.7154956	0.8319940	0.6580724	0.4297116	0.6479344	0.5660575	0.3395741	0.7700130	0.6601049	0.5594869	0.7740265	0.1355999	0.6969495	0.5422560	0.2899631	0.8423673	0.0723684	0.3257103	0.6180236	0.5999333	0.1128838	0.6501107	0.1671444	0.5500402	0.3736660	0.6065570	0.7045796	0.7077849	0.4155432	0.7117713	0.1924568	0.7710045	0.6559361	0.5681808	0.2765699	0.2819234	0.3919633	0.1586937	0.7118909	0.7792580	0.5292127	0.4991273	0.5838780	0.5421190	0.7466327	0.6294099	0.8269899	0.8082942	0.5387086	0.1611263	0.3651162	0.2883069	0.2031693	0.0370853	0.0001192	0.0161155	0.6549896	0.4711237	0.0016234	0.4624613	0.2182825	0.6347962	0.8321538	0.4641839	0.3788808	0.4367550	0.6708426	0.4520974	0.2339408	0.6460922	0.1834682	0.3979448	0.1794644	0.5870977	0.5693869	0.6718286	0.2679699	0.4416488	0.0571258	0.1380710	0.3320358	0.5144141	0.1886380	0.7415347	0.6154794	0.9474436	0.4177216	0.3649374	0.1163289	0.6226912	0.3233438	0.3577250	0.0521802	0.0132869	0.0497933	0.0406249	0.5501132	0.1054316	0.5295021	0.0546647	0.4313866	0.0854136	0.2141955	0.0000176	0.1219743	0.0552573	0.4218081	0.3881839	0.0688555	0.5720814	0.3129920	0.0362622	0.6335847	0.4296396	0.0038502	0.2501909	0.0026158	0.5894357	0.2206225	0.6563475	0.0073122	0.1048040	0.0016694	0.4347377	0.7290993	0.5960927	0.5269173	0.5854862	0.7818077	0.5574755	0.6240907	0.7939440	0.7315570	0.5088773	0.6699726	0.6408951	0.6347727	0.6857141	0.1071625	0.2676031	0.7132565	0.2839777	0.1660436	0.3825621	0.6552889	0.6524165	0.7789045	0.1814087	0.4571667	0.4861440	0.4668249	0.1397662	0.5607713	0.6513310	0.5494470	0.6806996	0.6611052	0.6256364	0.3520425	0.5806242	0.3168106	0.2956325	0.2639269	0.1981922	0.0344076	0.1632977	0.5451926	0.3922955	0.7406284
0.5766591	0.7517890	0.6968980	0.6174945	0.4625219	0.5568528	0.6118000	0.5644524	0.6894415	0.6148804	0.4560942	0.0084346	0.7347890	0.0352950	0.7507245	0.6178640	0.1380673	0.6553003	0.3253460	0.1435241	0.4660929	0.7808649	0.6875366	0.5026222	0.5019874	0.5565021	0.5389648	0.8090554	0.6192212	0.6608288	0.0245662	0.6081874	0.6328195	0.4929056	0.4288584	0.7075863	0.7077597	0.1853735	0.7113964	0.5358251	0.8435120	0.6625985	0.1681245	0.6757293	0.6266180	0.4549129	0.7055348	0.2991681	0.2046899	0.4803239	0.5489379	0.0759833	0.5963229	0.2028462	0.2313580	0.4516780	0.2983864	0.7097949	0.7248920	0.4960452	0.6916583	0.2367364	0.6541261	0.6752061	0.4944979	0.4716831	0.1109182	0.1900391	0.1086304	0.8660497	0.7123498	0.3925919	0.3490781	0.6819076	0.6258719	0.7003688	0.7026577	0.7588381	0.6424465	0.7033403	0.0220235	0.3574212	0.3738806	0.2996029	0.0467760	0.4511029	0.0112603	0.7466508	0.3911108	0.0706028	0.6211303	0.4488462	0.5086488	0.7516340	0.3780963	0.2771932	0.0010716	0.5892676	0.3934316	0.4020268	0.7555783	0.2728384	0.2933965	0.4556299	0.6761886	0.3409674	0.6488342	0.2387370	0.4462735	0.0703147	0.1646157	0.2443184	0.6533415	0.1597345	0.7020712	0.7219577	0.7102683	0.2065977	0.4762700	0.2424263	0.5302312	0.4540944	0.3782452	0.1139228	0.0529025	0.1132707	0.0835546	0.5989334	0.0570019	0.5296510	0.0204139	0.6216670	0.0622002	0.0850056	0.0160951	0.1750268	0.1080794	0.3268470	0.1298343	0.0227913	0.2749503	0.2636225	0.1765699	0.7032332	0.3596701	0.0145740	0.2034931	0.0360586	0.7113908	0.0235596	0.5048978	0.0050490	0.0263157	0.0012773	0.4793242	0.6729740	0.6135339	0.5675790	0.6975271	0.4604985	0.6465930	0.6624745	0.7544349	0.7246167	0.5451586	0.6787335	0.5416088	0.6125294	0.6953784	0.1054035	0.2844550	0.7512463	0.0812252	0.1651841	0.3941741	0.5902059	0.6152481	0.7445062	0.2228639	0.6489299	0.5667818	0.5471107	0.1468912	0.6742676	0.5738651	0.5291073	0.5612501	0.6967189	0.6467834	0.3808446	0.7930337	0.2474290	0.3264006	0.1243067	0.0940461	0.0033972	0.1050400	0.6599470	0.4297324	0.6030684
0.6730960	0.6427743	0.5776937	0.6868127	0.3068697	0.6208487	0.7585031	0.6725711	0.7888295	0.8532359	0.5077955	0.0599288	0.7210174	0.0589548	0.6792398	0.7270056	0.0831390	0.7088298	0.3600486	0.2053171	0.4617697	0.6687546	0.6652471	0.4248158	0.4681465	0.5339133	0.4627286	0.7123647	0.5812159	0.6286304	0.0320625	0.6577493	0.6730147	0.4260562	0.4514857	0.6343235	0.6390442	0.2015257	0.6712457	0.6005595	0.6521145	0.5265500	0.1538389	0.6064293	0.6310919	0.4420546	0.7458258	0.0926315	0.3700183	0.4236428	0.5113669	0.0328361	0.7081290	0.2021904	0.4858261	0.4091297	0.6250418	0.5740973	0.6713257	0.3294905	0.6116771	0.4573364	0.7619059	0.4953407	0.3055851	0.2669018	0.1650794	0.6627313	0.0553307	0.5069427	0.7125951	0.3570981	0.2270445	0.5599230	0.6528610	0.6955196	0.7482773	0.6903213	0.7517970	0.6759383	0.1691602	0.2387925	0.1330267	0.0337909	0.0083261	0.2414140	0.0262945	0.3825518	0.5506000	0.0306610	0.7468360	0.4261648	0.6007827	0.2600420	0.0790880	0.5869941	0.1225777	0.6669427	0.1865306	0.1134510	0.6253649	0.3226733	0.1876321	0.4848416	0.7349577	0.6756991	0.7445934	0.4493474	0.5848140	0.2879999	0.1978570	0.1603913	0.5780058	0.1523966	0.6626013	0.7462174	0.6499316	0.3728558	0.5394245	0.0411281	0.1397734	0.4368183	0.2850006	0.0899795	0.0758898	0.0575419	0.0550731	0.5129122	0.1988093	0.3285317	0.1723862	0.2551695	0.0886002	0.2334127	0.0000206	0.0341204	0.2510987	0.0148854	0.2523788	0.1110064	0.3758835	0.6422923	0.1051304	0.5035809	0.4456350	0.0532654	0.3093809	0.0555518	0.7329807	0.0846296	0.5508313	0.0002593	0.1158680	0.0283145	0.6025956	0.7033576	0.4673869	0.5767484	0.4819623	0.2832823	0.5992782	0.6226585	0.6936336	0.6519481	0.6866820	0.6305913	0.6269984	0.6820498	0.7388071	0.1909078	0.6080108	0.6615496	0.6288198	0.3069405	0.3004701	0.5679828	0.6716070	0.7816269	0.1983882	0.4825841	0.5078443	0.6010587	0.2167209	0.6344129	0.6560919	0.5196824	0.7582925	0.7754752	0.6321938	0.3926597	0.6708973	0.1339567	0.2952382	0.1433581	0.1142984	0.0641999	0.1334218	0.4699612	0.3577136	0.7412041
0.7084079	0.6097533	0.7159495	0.6679840	0.2810539	0.4791467	0.5434074	0.5719854	0.6971210	0.5993021	0.4870515	0.0250919	0.6777520	0.0331373	0.5656605	0.4547544	0.1425115	0.7726088	0.4247068	0.1325372	0.4219276	0.6766790	0.7472696	0.3104867	0.4257984	0.5859290	0.6692615	0.6160603	0.5943750	0.4144298	0.0612058	0.6941814	0.6915104	0.3879039	0.5243176	0.6214940	0.5878063	0.3862047	0.8084777	0.6159022	0.7855996	0.7823752	0.2263954	0.7911745	0.6205900	0.3389205	0.6975006	0.2242192	0.3316039	0.2383520	0.5036516	0.2852365	0.7109783	0.1638952	0.6884807	0.4933905	0.6602478	0.6266302	0.6641999	0.3563097	0.4471759	0.2441271	0.7194429	0.7151743	0.3080926	0.6950965	0.2716966	0.6287414	0.0608981	0.7142215	0.6843172	0.5750539	0.2657689	0.5938496	0.7846198	0.6982902	0.6395885	0.7249606	0.6762643	0.6680045	0.0108680	0.4634487	0.3677211	0.2235988	0.0319769	0.3080192	0.0383957	0.8187611	0.6035835	0.0510901	0.7352753	0.4648374	0.2114752	0.7919848	0.2135652	0.3088924	0.2614317	0.6158855	0.2124299	0.4137631	0.7195141	0.1046836	0.5346524	0.4210987	0.4817984	0.5731645	0.7439310	0.3408114	0.4251067	0.0692947	0.0712952	0.1608109	0.2599071	0.1579271	0.3356240	0.6642478	0.6565156	0.5251990	0.4157039	0.5312717	0.3115841	0.2381954	0.4184999	0.0493193	0.0476855	0.0779519	0.0812701	0.5377326	0.1146278	0.5620302	0.0589400	0.6171168	0.0736888	0.2202945	0.0252584	0.2155926	0.0378635	0.0997840	0.2731980	0.1040651	0.4574582	0.3420067	0.0352530	0.4602028	0.3692283	0.0058179	0.4589255	0.0173861	0.6933622	0.2370172	0.6035447	0.0051871	0.1159736	0.0310979	0.5859896	0.7015998	0.5382988	0.4876425	0.4094952	0.6803150	0.6810813	0.6822992	0.6050136	0.5960190	0.6858180	0.6963761	0.6113654	0.6510580	0.6293816	0.1895823	0.3715193	0.7967816	0.2902328	0.2390240	0.3215071	0.7248152	0.5883834	0.7082196	0.2308631	0.5927786	0.5529092	0.6629128	0.2253128	0.5725010	0.5551221	0.5814936	0.6328645	0.5951742	0.5655517	0.4316384	0.5678226	0.2266891	0.3172349	0.2640026	0.3338132	0.0034965	0.1732860	0.5735715	0.3459909	0.6272334
0.6426849	0.4908387	0.5176461	0.6303500	0.3639607	0.5483614	0.6891009	0.7159974	0.6641381	0.6196418	0.3463409	0.0531269	0.6027949	0.0130962	0.7329047	0.6954270	0.1016716	0.7315385	0.4119420	0.1662346	0.6353159	0.7729943	0.6796275	0.4185349	0.5922265	0.5235681	0.5948852	0.6786862	0.6970322	0.5848398	0.0594115	0.6087960	0.6699256	0.5339195	0.4305791	0.5531134	0.5762229	0.3498318	0.7740513	0.5865793	0.7099716	0.6149113	0.1425706	0.8152855	0.6965942	0.4649329	0.5211080	0.5023802	0.2492549	0.4351088	0.3613314	0.1708881	0.4644982	0.2681476	0.4116977	0.4158340	0.7048225	0.6356493	0.6791071	0.3288881	0.6570030	0.6378827	0.6959757	0.6708114	0.2913320	0.5511136	0.3808429	0.1110016	0.3201256	0.6571655	0.6939470	0.5726086	0.2708259	0.6975049	0.7359163	0.7007415	0.6125076	0.6970630	0.6742951	0.6766935	0.0020133	0.5628583	0.0780667	0.0733611	0.0439857	0.0276814	0.0099114	0.6162899	0.4802184	0.0770658	0.4595378	0.1885164	0.2559246	0.6666338	0.3201760	0.4521074	0.2042878	0.3420934	0.2390034	0.4173877	0.6435496	0.3388385	0.4922861	0.6309241	0.5558056	0.6871415	0.8487927	0.3917989	0.5257365	0.1342386	0.1802404	0.3677733	0.5973063	0.0587605	0.6091418	0.7134145	0.5504739	0.5136341	0.6048787	0.1237123	0.6530850	0.2172507	0.1744615	0.1334905	0.0176173	0.0885177	0.0212579	0.5939784	0.1619762	0.3892866	0.0728369	0.4876729	0.0288319	0.2378800	0.0079421	0.0003604	0.1246113	0.0603567	0.1935003	0.0721821	0.2702021	0.4492194	0.1959351	0.4500574	0.6680632	0.0246198	0.2312834	0.1706630	0.5178982	0.0122559	0.6395230	0.0142371	0.0825583	0.0214299	0.4074926	0.7909469	0.6628231	0.6088959	0.6422096	0.5623641	0.5686169	0.5861426	0.5204497	0.7910585	0.6437646	0.5596862	0.7059564	0.6685117	0.5971421	0.1191104	0.2644677	0.7253559	0.3622191	0.1938190	0.3611944	0.6849655	0.6517203	0.8169884	0.1957116	0.6403334	0.4197246	0.5457840	0.1369162	0.7284011	0.4826796	0.5724113	0.7395419	0.8165510	0.6538894	0.3755548	0.6730676	0.2599025	0.2742903	0.1986114	0.3004230	0.0262798	0.1158687	0.6076370	0.3964734	0.5760774
0.6076498	0.6022960	0.4484044	0.6264732	0.0855624	0.3302169	0.6485353	0.4276380	0.7517301	0.5166744	0.2513598	0.1563460	0.4940515	0.0940601	0.6880611	0.5292578	0.4418065	0.6896176	0.5747041	0.1784868	0.4870187	0.6605611	0.8144177	0.1831966	0.4341766	0.4418458	0.4056984	0.5175406	0.6426018	0.5354898	0.1569245	0.6847436	0.4035141	0.3959679	0.5052838	0.1422581	0.3553436	0.4521203	0.8222273	0.5759936	0.5354484	0.3267183	0.3734392	0.8294370	0.1935860	0.5484452	0.3434226	0.5706417	0.1661335	0.3681275	0.3791702	0.3764038	0.3721166	0.4821319	0.5512171	0.2096634	0.6262127	0.4164653	0.5342043	0.2055816	0.6712336	0.4775837	0.9019345	0.4058162	0.4665268	0.0879849	0.3513730	0.2169187	0.1122559	0.3375185	0.7401184	0.4072593	0.0780934	0.5671621	0.1731822	0.7086546	0.4458200	0.6952070	0.6890450	0.5139790	0.0096195	0.4268713	0.3233992	0.0939527	0.0569913	0.0175017	0.0161737	0.6196456	0.3135345	0.0852148	0.2069369	0.1051176	0.0829811	0.5976704	0.1405044	0.6537682	0.0008053	0.4900792	0.4195473	0.3243092	0.6393788	0.0917177	0.4071231	0.3952797	0.4258929	0.6662849	0.5461528	0.4586209	0.3189264	0.0018097	0.0723392	0.0894163	0.7117195	0.2380349	0.7004624	0.6323582	0.7594034	0.3634148	0.3977604	0.0725286	0.2395914	0.1913115	0.0889727	0.0623889	0.0929495	0.1662420	0.1413028	0.2345615	0.1039091	0.6230649	0.0356899	0.3843553	0.0103935	0.1932895	0.0147093	0.1241949	0.0210597	0.0074960	0.4018901	0.1166069	0.2885903	0.3317732	0.2003967	0.5846278	0.5037595	0.1250088	0.4309897	0.2528981	0.5040800	0.1121693	0.3344378	0.0170548	0.1594012	0.0385345	0.5812497	0.7328061	0.4407332	0.3467720	0.3235460	0.2991658	0.2244441	0.2785112	0.5336130	0.5487802	0.5197436	0.6014881	0.5843415	0.6482313	0.5728080	0.1863974	0.1103283	0.5615791	0.5511752	0.4373271	0.2593106	0.6019966	0.4539885	0.6210066	0.5112355	0.1943096	0.4037776	0.2555705	0.2446828	0.3610454	0.6400657	0.5315999	0.5587686	0.7265561	0.4681505	0.4407054	0.7199665	0.0530960	0.3148322	0.2020347	0.3606469	0.0506030	0.0767538	0.3088414	0.2685609	0.4284554
0.6910029	0.6370279	0.6334963	0.8105633	0.3071703	0.5208398	0.6846976	0.6652936	0.6914987	0.7299971	0.4651003	0.0034834	0.6540699	0.0535995	0.8710422	0.5608160	0.0813519	0.5799923	0.3728844	0.1702073	0.4862407	0.6939812	0.7804111	0.5485939	0.4020647	0.5021969	0.5505373	0.7618121	0.6977942	0.5248138	0.0304898	0.6614717	0.6502662	0.6580764	0.3610217	0.5758585	0.5972582	0.4147708	0.5536517	0.6808333	0.7086422	0.6884184	0.3440635	0.7482916	0.6106368	0.4248589	0.7672484	0.0647839	0.3079387	0.6856926	0.3910006	0.0818461	0.5660460	0.1155378	0.5017971	0.2682009	0.5833250	0.6443619	0.6491318	0.3766014	0.6090269	0.1943842	0.7218430	0.6001204	0.3444401	0.2250459	0.1275569	0.5684041	0.2100364	0.3649395	0.7870855	0.4898896	0.3663299	0.5523655	0.5066019	0.5590491	0.7545340	0.6514831	0.6490013	0.5443912	0.0539302	0.2612865	0.1534106	0.0252873	0.0803293	0.0227850	0.0284356	0.7935987	0.4648287	0.0472337	0.5387091	0.3372546	0.4021703	0.5686022	0.1590582	0.4588565	0.1364683	0.6131808	0.2934550	0.3452645	0.3546177	0.0027937	0.4625416	0.5262100	0.6070341	0.6247523	0.6767906	0.3372218	0.4476028	0.2242945	0.1117586	0.2381169	0.4273595	0.1345404	0.5961834	0.6629940	0.7285946	0.5401214	0.4473622	0.3981120	0.4731572	0.3185508	0.5145273	0.0810150	0.0297146	0.0231520	0.0234856	0.4445099	0.1080135	0.5783666	0.0582044	0.4113385	0.0122879	0.1132897	0.0202891	0.1857440	0.0375511	0.1611127	0.3048664	0.1052073	0.2318449	0.6518768	0.2623073	0.7709060	0.5188570	0.0232694	0.2907724	0.1401977	0.6734944	0.0833209	0.6100443	0.0037332	0.0934374	0.0001990	0.5140937	0.6224496	0.4966784	0.6757054	0.5209106	0.5293975	0.5148680	0.7021940	0.5947771	0.6535403	0.6169195	0.6374675	0.6471632	0.7274974	0.5812310	0.2421811	0.2919266	0.6399228	0.1723387	0.1984350	0.4918463	0.7195580	0.6134265	0.7907659	0.2669992	0.4506126	0.4819127	0.4284835	0.2107420	0.5340402	0.6934240	0.4197647	0.8310404	0.7534965	0.5403864	0.3529219	0.5791485	0.1068720	0.1936747	0.2051117	0.2813348	0.0033369	0.0631269	0.4459269	0.3542238	0.6151972
0.6335731	0.6038348	0.7429412	0.7112794	0.2331189	0.5165885	0.5821038	0.7234163	0.7989398	0.6948101	0.4038197	0.0293640	0.7423883	0.0436796	0.8076695	0.6715926	0.0811450	0.6883466	0.3846103	0.1708011	0.6917868	0.7670331	0.6805821	0.4674066	0.4576542	0.5685577	0.4994562	0.6744269	0.6900094	0.4916761	0.0470752	0.7206598	0.7330110	0.3844866	0.4178615	0.5701737	0.6132763	0.3124434	0.5788791	0.5877017	0.6958567	0.5745196	0.1528771	0.7603424	0.8246747	0.4730738	0.6193616	0.2057397	0.3573886	0.2665237	0.3251998	0.0786985	0.5209322	0.1594529	0.4779050	0.3961306	0.6172248	0.8610482	0.5960842	0.4046689	0.6724618	0.5797628	0.6812835	0.5965232	0.4221814	0.4751276	0.1399485	0.3011504	0.1053032	0.5847148	0.5401574	0.6575425	0.1878694	0.5910414	0.7173454	0.7236491	0.6276813	0.8293478	0.6895276	0.7849382	0.0055158	0.3121508	0.1047822	0.2338294	0.0709117	0.2352752	0.0233838	0.7141738	0.5681991	0.0001884	0.6566332	0.3329788	0.4266157	0.5296886	0.2538636	0.5286084	0.0401748	0.4768199	0.2247306	0.6319026	0.6944338	0.0044866	0.0841018	0.2701967	0.7753946	0.6449380	0.6732641	0.3921581	0.2145200	0.1058388	0.2276030	0.3708562	0.5171666	0.0751307	0.7829810	0.6333158	0.4678383	0.6938464	0.2779857	0.1036686	0.6169914	0.4705134	0.1888395	0.0746171	0.0504875	0.0503100	0.0569606	0.6152213	0.0532445	0.6576148	0.1016282	0.3674917	0.0070822	0.1619545	0.0136635	0.0008587	0.0414090	0.1162954	0.3735923	0.0511259	0.3724384	0.3797500	0.1089323	0.5335322	0.6134656	0.0571908	0.3344878	0.3114497	0.7395499	0.1945490	0.7024301	0.0046901	0.1043627	0.0010633	0.3231197	0.6240175	0.5010031	0.4691376	0.5711660	0.3657471	0.7726740	0.5588720	0.5936907	0.6527366	0.6033340	0.6344210	0.6851333	0.7781454	0.7232924	0.3352501	0.2444161	0.7961106	0.3281881	0.4027394	0.4620352	0.6427465	0.7107333	0.7524944	0.2896537	0.4628483	0.5087397	0.4560639	0.1702985	0.6093150	0.4770093	0.4879846	0.6038953	0.6221529	0.6167565	0.4655317	0.4525589	0.3609215	0.3280725	0.2269035	0.3426331	0.0019977	0.1670020	0.5968179	0.3724081	0.6354489
0.7521344	0.7325963	0.5457703	0.5767072	0.2718399	0.5275750	0.7161481	0.5826973	0.6825163	0.5493504	0.3407277	0.0133145	0.7856891	0.0590557	0.7276822	0.6815132	0.1733478	0.6094594	0.4820286	0.1423315	0.5173845	0.7476679	0.7343919	0.4760123	0.3994683	0.4242489	0.5930651	0.6405249	0.6951958	0.4121797	0.0644056	0.6284387	0.5402063	0.4416923	0.5393459	0.4185506	0.5947245	0.3846007	0.8535671	0.6121819	0.5992797	0.6909668	0.1845298	0.7125055	0.5038161	0.4006990	0.7764548	0.2461979	0.3015141	0.2618849	0.6063089	0.0629532	0.5937100	0.0790296	0.5578635	0.3983924	0.4436560	0.6099476	0.4488669	0.5341639	0.6802570	0.2581623	0.8330553	0.6029306	0.2575179	0.1781298	0.1411153	0.4384695	0.2271206	0.6480991	0.7159683	0.3985486	0.4026722	0.6716943	0.7950904	0.7002803	0.6843221	0.7679060	0.7432583	0.6097443	0.0213310	0.3271225	0.0688773	0.0946833	0.0601455	0.2896467	0.0078763	0.7532283	0.4393865	0.0745202	0.7497041	0.2432621	0.2579652	0.7508303	0.3094658	0.3821506	0.0002159	0.4791121	0.4392943	0.4869145	0.7272890	0.1572414	0.4872995	0.3497678	0.7224367	0.5063149	0.6256990	0.3019199	0.4960134	0.0487084	0.0462403	0.3141191	0.5557911	0.1616511	0.7158197	0.6711939	0.7427858	0.4513355	0.6358890	0.1007584	0.5344200	0.5416587	0.3379777	0.0083318	0.0156619	0.0154165	0.0311607	0.5658806	0.0962553	0.5589099	0.0550158	0.4130963	0.1271978	0.2181809	0.0000088	0.1956843	0.0625814	0.1236381	0.2823783	0.0942574	0.4025018	0.4752400	0.0385141	0.6323898	0.5058674	0.0718875	0.1756844	0.0755538	0.6611320	0.2320607	0.5300027	0.0125663	0.1515721	0.0037937	0.3580349	0.8069101	0.6214482	0.5383930	0.7115386	0.6176011	0.5335138	0.6822039	0.7524947	0.7505774	0.5348497	0.8622276	0.7374740	0.8468443	0.6518188	0.2943614	0.1766865	0.6200801	0.8689982	0.3779024	0.3449591	0.6940709	0.5540381	0.6468188	0.2352364	0.3429182	0.5665352	0.4090009	0.2187361	0.7150939	0.6141020	0.6499923	0.7474549	0.7310398	0.5688316	0.3671080	0.6525162	0.0486422	0.2559178	0.2439496	0.0853603	0.0039640	0.1715700	0.5331625	0.2946227	0.6243482
0.6651233	0.5934773	0.6598609	0.6829908	0.4171869	0.4232866	0.5901506	0.6736894	0.8416594	0.7545530	0.4129904	0.0488701	0.6856229	0.0471880	0.6732598	0.6552792	0.1125291	0.7469712	0.3009192	0.1092181	0.7783949	0.7741051	0.6918284	0.5534093	0.5530975	0.4891059	0.7134021	0.7583707	0.8193284	0.6103403	0.0866968	0.5704935	0.6711312	0.3971402	0.6639418	0.5921384	0.8301014	0.4052082	0.8360811	0.5937748	0.7059597	0.7257515	0.1687118	0.8122986	0.6391238	0.4269475	0.6650654	0.3653762	0.0606908	0.3609039	0.5618131	0.0982066	0.5252209	0.1630924	0.2301271	0.0703051	0.5885112	0.5506097	0.6230742	0.5070341	0.4994876	0.4430075	0.8023595	0.4741567	0.5960284	0.4865851	0.1533496	0.1899392	0.2548982	0.6196600	0.6690987	0.3884525	0.3535810	0.5596156	0.6493605	0.8637970	0.6360447	0.5942580	0.8020682	0.6634210	0.0247943	0.5141087	0.2707200	0.1599344	0.0531115	0.0337677	0.0295462	0.7489283	0.5049834	0.0823741	0.5626829	0.4978346	0.4081841	0.6008943	0.2187586	0.3506020	0.1716280	0.4662905	0.4730408	0.3209245	0.5993085	0.2557586	0.3665911	0.3563606	0.7190365	0.5754827	0.6901502	0.1484651	0.3649275	0.0360717	0.1144475	0.2529451	0.6994246	0.1681349	0.7028642	0.6469842	0.5376938	0.4965042	0.3937896	0.0388859	0.2002270	0.2284863	0.2100259	0.0869228	0.0756034	0.0580949	0.1066113	0.5308180	0.0878641	0.5266967	0.0962788	0.5334440	0.0732434	0.1086662	0.0003781	0.1270374	0.0238796	0.0833508	0.3840997	0.1604208	0.4131496	0.5961656	0.1400272	0.6240524	0.6395741	0.0014236	0.3315349	0.0110212	0.7106775	0.0958327	0.5680028	0.0212288	0.1081957	0.0332381	0.5742917	0.5920814	0.5884703	0.6532438	0.6124045	0.5326343	0.6278261	0.6960239	0.8460630	0.8624772	0.7176235	0.6619739	0.6481292	0.6210051	0.7615430	0.0628946	0.2533988	0.6238685	0.4217708	0.3113043	0.3525988	0.6173891	0.6373487	0.7106822	0.1717011	0.6033910	0.5053676	0.5780338	0.1742429	0.4497734	0.4866884	0.5105111	0.7329627	0.7379721	0.6973290	0.4213361	0.6248325	0.0861115	0.2339014	0.1498056	0.1533290	0.0672122	0.0402419	0.6108117	0.4028451	0.6791123
