rhaD	rhaS	rhaB	rhaA	rhaR	rhaT	arcA	puuR	ydeA	puuD	rpsJ	rpmC	fadJ	fadE	fadR	fadI	fadD	fadA	fadB	fadL	tpx	betB	betI	betA	betT	fabB	icd	hybA	iraM	hybF	ssb	rplC	lldD	lldR	lldP	uvrA	fabA	fabR	rpsS	ybdN	appA	rpsC	rplV	ackA	rplW	hybB	rpsQ	yccB	appY	appB	appC	hyaB	hyaC	hyaE	iscR	hyaF	hyaA	hyaD	narP	napA	narL	napB	napF	napC	napG	napD	modE	napH	ccmH	ccmE	ccmC	ccmG	flhC	ccmB	ccmF	ccmA	flhD	ccmD	nrfF	nrfB	nrfD	nrfE	nrfA	nrfG	nrfC	mdh	glpA	glpB	glpC	hybE	ygbK	flgM	ppdB	flgC	flgF	flgB	gltI	hybC	fliO	fliR	fliJ	ppdA	ycgR	hdfR	recC	flhE	flgH	fliG	flgJ	flgN	fliL	fliT	fliQ	fliS	flhB	fliF	gltK	yhjH	gltL	flhA	fliP	ygdB	flgD	flgI	fliD	fliM	hybD	ppdC	flgA	flgG	fliK	flgE	fliH	fliN	hybG	fliE	hybO	gltJ	fliI	oppD	fdnH	ydhU	cydC	ydhY	oppA	fdnG	cydD	moeB	ydhX	oppB	ydhW	fnr	moeA	ydhT	yecR	fdnI	ydhV	fdhF	ytfE	hcr	hcp	ubiC	ubiA	focA	nuoI	nuoH	norV	nuoC	dmsA	nuoM	dmsC	nuoG	nuoF	nuoJ	nuoA	nuoL	nuoE	nuoB	dmsB	nuoK	nuoN	norW	rplP	rplD	dmsD	ynfH	rplB	dcuS	ynfF	narX	ynfE	dcuC	puuA	ynfG	pflB	fumB	frdA	dcuR	frdC	frdD
0.7081548	0.3795713	0.6756619	0.2503267	0.6008696	0.5115967	0.2138160	0.0121724	0.4320878	0.4838934	0.5323401	0.6320686	0.1049880	0.2937774	0.6344562	0.4896369	0.0191312	0.3541586	0.5221387	0.0996003	0.4049864	0.0641571	0.5862803	0.3696303	0.2213934	0.5930031	0.4218410	0.1904750	0.6617551	0.0067454	0.2902119	0.4846018	0.3993115	0.0285259	0.4261103	0.3993605	0.5869828	0.4134676	0.2629228	0.4415703	0.0676139	0.0983352	0.4843869	0.5745349	0.4049002	0.1814797	0.2577164	0.6367599	0.5234718	0.3239883	0.6331120	0.4912087	0.2242350	0.1830899	0.4891802	0.4088707	0.3594144	0.2593182	0.8579053	0.0459486	0.4150217	0.0617460	0.6080867	0.4927671	0.6355841	0.3491936	0.6415722	0.6629293	0.0043006	0.2730752	0.4569197	0.3659152	0.1574140	0.2512123	0.3984451	0.5177978	0.0040955	0.4952426	0.7487528	0.6082671	0.4023664	0.5515340	0.3491804	0.6685086	0.4526001	0.6482657	0.2386658	0.3489205	0.0295367	0.3046747	0.0182290	0.0057925	0.2193092	0.0000430	0.1296967	0.1771988	0.1766475	0.1339521	0.0007353	0.0002228	0.4608433	0.0117124	0.0033601	0.6724964	0.6863415	0.4654433	0.3801988	0.0009067	0.0976758	0.2618248	0.0028885	0.0005117	0.1186636	0.0001028	0.0000976	0.3453103	0.0282919	0.2464201	0.0068399	0.0013127	0.0033617	0.0540534	0.1718642	0.2079268	0.2280729	0.4571237	0.2842023	0.2863121	0.0003568	0.0000445	0.4952398	0.0117196	0.0003059	0.1096503	0.5759973	0.0685705	0.2881579	0.1896920	0.1564214	0.1770384	0.1258351	0.5097904	0.1734289	0.4661104	0.2060680	0.1181916	0.3201931	0.3909323	0.2088113	0.1751245	0.7071089	0.7173902	0.1933529	0.2772071	0.0002827	0.6839119	0.3093273	0.4228812	0.3577357	0.6142619	0.4080147	0.4836531	0.2580015	0.2926674	0.7534574	0.5611113	0.0016344	0.7354045	0.6037192	0.1041079	0.1255487	0.0207564	0.7069614	0.3374408	0.6415735	0.3364335	0.4056351	0.2953342	0.2141926	0.4606503	0.2661348	0.1178272	0.2445886	0.2508040	0.5795136	0.1529404	0.2161968	0.1867357	0.0953675	0.3934607	0.3658609	0.4944986	0.0443930	0.2398661	0.6748552	0.3355424	0.5818732	0.2605903	0.0216749	0.7383179
0.1439202	0.0000000	0.4772588	0.0000199	0.0001998	0.4508907	0.4107442	0.0881303	0.0709318	0.2044701	0.3164927	0.5064270	0.1261878	0.0341523	0.6043955	0.3805088	0.0666975	0.2210881	0.2123484	0.0801176	0.3363608	0.0775407	0.5413007	0.1502167	0.1469517	0.4351375	0.2342998	0.0913541	0.6915950	0.0070982	0.2600283	0.0483854	0.4285171	0.0002742	0.7223866	0.2091762	0.2912655	0.7338517	0.1814823	0.4453760	0.3802719	0.0475359	0.1991176	0.4714641	0.4469511	0.0102449	0.0362779	0.7418665	0.7064515	0.6506555	0.7344411	0.4942000	0.6799649	0.0684448	0.5959852	0.2960662	0.3609004	0.5083639	0.7234031	0.0231337	0.6713062	0.0169166	0.4935435	0.6110866	0.6238469	0.2649306	0.6467212	0.5161811	0.0485881	0.2473815	0.1919701	0.0207521	0.0906980	0.2546947	0.5047577	0.3260829	0.0171739	0.1696915	0.7184969	0.6101463	0.1070365	0.6981209	0.2862538	0.8333350	0.5115055	0.5712546	0.0008319	0.6666530	0.1867514	0.1391765	0.0347998	0.1859529	0.0008371	0.2772307	0.0162085	0.0138959	0.1913202	0.0165831	0.0310083	0.1811893	0.0121445	0.0034963	0.0134134	0.7029772	0.0001314	0.0467073	0.2803370	0.2323294	0.1034034	0.0007526	0.0307145	0.1022051	0.0779076	0.0001966	0.0783002	0.0006011	0.0005218	0.0024477	0.2046117	0.0813028	0.2165034	0.0591392	0.1482943	0.0051347	0.4174299	0.4472011	0.1510500	0.0973492	0.0000249	0.3908655	0.7156065	0.0259289	0.0003593	0.3585474	0.1299254	0.1226406	0.0869872	0.0957755	0.1262557	0.0616928	0.0348196	0.5113652	0.0317865	0.2662024	0.1588291	0.0448913	0.5795095	0.5599829	0.4289424	0.0233251	0.5411551	0.2030546	0.4410710	0.3065755	0.1062099	0.5205688	0.1914179	0.4625084	0.3227813	0.5603048	0.4784329	0.3622559	0.2835424	0.2693477	0.7194725	0.4805399	0.0128472	0.7173617	0.4312577	0.2177315	0.0320751	0.1095572	0.3646086	0.5151943	0.7078025	0.7363853	0.0412988	0.4927452	0.0423091	0.4975538	0.4989464	0.4065922	0.0251328	0.2693225	0.5069138	0.4297237	0.0070297	0.1119239	0.3469388	0.4176623	0.2322574	0.4060249	0.2443810	0.0576803	0.5082871	0.6341044	0.3669241	0.6552505	0.0033850	0.5744187
0.5807852	0.5258201	0.6706412	0.2252212	0.5535085	0.7163909	0.3589262	0.0228745	0.1277581	0.4542211	0.4060216	0.5268191	0.2239069	0.2154901	0.6083014	0.3824880	0.0858991	0.2359420	0.3611452	0.0329593	0.3792259	0.0698006	0.5199564	0.2362829	0.1354196	0.3593005	0.3824589	0.3327559	0.7906579	0.0299699	0.2367122	0.2435249	0.8511299	0.0025117	0.7116634	0.1455389	0.3229141	0.5220187	0.1644302	0.5749844	0.1899857	0.0895778	0.5245429	0.4347115	0.4999863	0.2209201	0.0931337	0.6136632	0.6288463	0.3993874	0.6507254	0.4483658	0.7082374	0.0423958	0.7805209	0.4141089	0.1681037	0.0900846	0.6726807	0.0502466	0.3022016	0.3181339	0.5074930	0.5613652	0.3337997	0.3659673	0.5712321	0.6675977	0.0102072	0.2970459	0.5556814	0.1344087	0.1172883	0.4771669	0.4114642	0.3193741	0.1559320	0.3951487	0.6230866	0.7414742	0.2701606	0.3943125	0.0814858	0.6924162	0.4660708	0.4951595	0.1503133	0.1576864	0.0000117	0.2013332	0.7446808	0.0899350	0.0195736	0.0123346	0.0014992	0.0918262	0.2588962	0.0733351	0.1558469	0.0323186	0.0517839	0.0610826	0.0488652	0.6896969	0.1755200	0.4678328	0.5339052	0.0846344	0.7583210	0.0183968	0.4013962	0.1955090	0.5044475	0.1539178	0.1157658	0.2801530	0.0025812	0.0431529	0.0172771	0.4678760	0.0216909	0.0106500	0.1928348	0.2059767	0.0032758	0.6254930	0.3389947	0.1613745	0.0001654	0.0064425	0.4224372	0.0028449	0.2902742	0.4982221	0.1762821	0.1304984	0.1764273	0.2198714	0.5571740	0.1721441	0.1172507	0.7064451	0.1426587	0.3282309	0.2920710	0.0036711	0.4153349	0.4667345	0.4727524	0.2200161	0.6038290	0.4535728	0.3065971	0.1885630	0.0012625	0.5691119	0.1302880	0.4611583	0.4483462	0.4704869	0.5697548	0.3507685	0.1237817	0.1865820	0.3932102	0.6927907	0.0137620	0.5785904	0.6541607	0.1017059	0.2475930	0.0140989	0.6017226	0.5104380	0.4897998	0.4299137	0.3121824	0.3733496	0.2652035	0.3996704	0.4148992	0.3554420	0.1837129	0.0583717	0.4548325	0.2679076	0.2847764	0.0647174	0.2375285	0.4852549	0.3293676	0.4191245	0.0448762	0.3397920	0.5773059	0.5676601	0.3752067	0.5588414	0.0804371	0.5832429
0.6308250	0.3689664	0.6648934	0.1704549	0.4656463	0.6492856	0.3475704	0.0910241	0.1902800	0.3984853	0.1351403	0.5690003	0.3442663	0.1929299	0.4216637	0.3516604	0.0011183	0.3698429	0.4094958	0.0818468	0.2480407	0.0081809	0.6283682	0.4158083	0.0966416	0.2216096	0.3084469	0.1283116	0.7352628	0.0416787	0.1629103	0.4160169	0.5380412	0.0002746	0.6225095	0.2787992	0.4151922	0.4988282	0.3202236	0.6317017	0.0979236	0.2032273	0.1655505	0.4005490	0.4380058	0.0131509	0.2437232	0.6344111	0.4181191	0.4229500	0.6378493	0.2382000	0.5022996	0.1067110	0.6175357	0.2563468	0.2742203	0.0616945	0.7471829	0.1554625	0.3212706	0.0288542	0.0344688	0.2572217	0.5509947	0.5360803	0.6956926	0.5862666	0.1691968	0.1914306	0.2757128	0.6054643	0.1578306	0.4178238	0.4083598	0.3741555	0.0050712	0.4091444	0.6780548	0.7354975	0.1106753	0.6692252	0.3497371	0.7775768	0.5444596	0.4271176	0.0448753	0.5064105	0.0000263	0.1605849	0.0295090	0.2202725	0.1041180	0.1109430	0.0270991	0.0144570	0.3765504	0.0190926	0.0013670	0.0000120	0.1371430	0.0131682	0.1898900	0.7960535	0.0321208	0.1955624	0.2672995	0.0002116	0.3222872	0.3174611	0.0082101	0.0544394	0.0426491	0.0000175	0.1615230	0.0325200	0.1223621	0.0188829	0.2742064	0.0217896	0.3441807	0.3059247	0.0005647	0.0085750	0.0808093	0.3824265	0.1752138	0.0993826	0.1712961	0.1545359	0.5930592	0.0001299	0.3516006	0.0640864	0.3459483	0.0000296	0.0885396	0.0002825	0.5551321	0.1470487	0.1395590	0.5822126	0.5350140	0.5572352	0.2767473	0.1500530	0.3664125	0.4610203	0.1799548	0.2089935	0.4408894	0.6402759	0.0276265	0.2300516	0.0407043	0.3432874	0.3559234	0.3826999	0.3902198	0.7299803	0.5207924	0.2629269	0.0855582	0.3473220	0.5992477	0.5851849	0.0014936	0.5734605	0.4632371	0.0113929	0.0965314	0.1036749	0.5187927	0.5541480	0.7086922	0.4028848	0.4124985	0.2405218	0.0826590	0.5425592	0.0887661	0.2914497	0.1061604	0.2396479	0.6196916	0.2948783	0.3093674	0.2004304	0.2935937	0.1607248	0.0743114	0.4241606	0.1841948	0.3639775	0.6004466	0.6356755	0.3495353	0.4965686	0.0031071	0.6038943
0.0679622	0.0000304	0.0000659	0.2241369	0.0000674	0.3691675	0.4133627	0.1194120	0.0717460	0.4591541	0.1906406	0.4233235	0.0838310	0.1287359	0.7021042	0.3266399	0.0281786	0.2875536	0.2163700	0.0481195	0.2053282	0.0640344	0.5291868	0.4494889	0.1878566	0.3280270	0.2942576	0.1377754	0.6650475	0.0225881	0.1896993	0.4710034	0.6748321	0.0571005	0.6203732	0.2594928	0.2434688	0.7645614	0.3882783	0.6103352	0.2318141	0.1047018	0.4186291	0.4468433	0.4411673	0.1403700	0.1507652	0.5376545	0.5420036	0.5586029	0.6158127	0.3749605	0.5654531	0.2809274	0.5638440	0.5561930	0.4164795	0.1814729	0.4889399	0.1725379	0.4828958	0.0625679	0.4159790	0.3780456	0.5985654	0.5853905	0.6733488	0.6546959	0.0593956	0.0974847	0.2874981	0.3896667	0.2056477	0.3619152	0.4557094	0.5064495	0.1075426	0.3887958	0.7185944	0.8368662	0.3169527	0.5948765	0.2101615	0.5617587	0.3730571	0.6287057	0.1421213	0.1796119	0.0016006	0.1719327	0.3447026	0.1986783	0.2886535	0.0111615	0.0111996	0.0631318	0.1319470	0.0360371	0.1521512	0.3385470	0.0287957	0.0799191	0.0403422	0.6519266	0.0012894	0.4386121	0.6113774	0.0007067	0.6880819	0.2089607	0.4745518	0.0406224	0.5242805	0.1946173	0.0009110	0.1218298	0.2347679	0.0400943	0.0073563	0.5641339	0.0259582	0.1667509	0.0014115	0.1715199	0.3375352	0.7906768	0.2492114	0.1835550	0.0006828	0.1476511	0.6369853	0.1543304	0.2123793	0.0956759	0.3601268	0.1920911	0.2163171	0.0019575	0.2871289	0.1188583	0.3809527	0.6514237	0.1128987	0.2552606	0.2553464	0.0667519	0.4191915	0.5268155	0.3340931	0.0486979	0.5058733	0.5143030	0.1610393	0.4399752	0.2176189	0.6862941	0.2167714	0.3107895	0.1272741	0.7687354	0.4968929	0.3529214	0.1117052	0.4598172	0.3583468	0.4526467	0.0453864	0.6973685	0.5932180	0.0784606	0.1031128	0.1536789	0.3525276	0.3367342	0.6011971	0.3161820	0.0669634	0.2776580	0.1239398	0.4401040	0.4629691	0.4063538	0.1997900	0.0850727	0.6877708	0.4331406	0.0285822	0.3257803	0.3156749	0.2187603	0.3588198	0.3992450	0.2384411	0.0752159	0.5892043	0.6788001	0.3668501	0.5992475	0.0155052	0.7580984
0.1206857	0.0000017	0.3290327	0.0006362	0.0000813	0.5379867	0.3286364	0.0032478	0.2374083	0.5294313	0.4531407	0.5894089	0.0818695	0.1506451	0.5739751	0.3214123	0.0001523	0.4479491	0.4517474	0.0304673	0.2023093	0.0158360	0.6191419	0.0629719	0.1869556	0.3414756	0.3888725	0.3926962	0.6118259	0.0739985	0.3032507	0.4455502	0.6029740	0.0010319	0.6932178	0.2582985	0.3675146	0.5596469	0.3472949	0.4969022	0.1231987	0.2070676	0.4703592	0.5882627	0.2421596	0.6859247	0.2354418	0.6525759	0.5705241	0.4296013	0.6581989	0.5400711	0.4385326	0.3402316	0.6980450	0.3160103	0.3051961	0.1453370	0.7546078	0.0087327	0.0935271	0.2856858	0.4971011	0.5096143	0.2560256	0.3781488	0.4752445	0.7521102	0.0046485	0.3221979	0.5035812	0.4191190	0.0991702	0.5144537	0.6263565	0.3528372	0.1639155	0.8274064	0.6281816	0.5912044	0.3929886	0.6930362	0.0009733	0.6223747	0.3254943	0.5941106	0.4974082	0.3383800	0.0006525	0.2397667	0.5418560	0.3178302	0.0002450	0.0241887	0.0018506	0.0381412	0.1045531	0.4214058	0.2114187	0.0288538	0.1251445	0.2453060	0.0933111	0.6097987	0.1195833	0.6006562	0.5428321	0.0001569	0.6967127	0.1150944	0.4059678	0.1821415	0.7292310	0.0006314	0.1331701	0.0017726	0.0024474	0.0216831	0.1977444	0.4482537	0.0156032	0.0032771	0.0604935	0.0785857	0.1006345	0.7387979	0.3441534	0.3494981	0.0907618	0.1338776	0.7736897	0.0004351	0.0084017	0.1169568	0.4833639	0.2650286	0.6587199	0.1010751	0.2706240	0.3338576	0.1755770	0.3897964	0.0005224	0.1640299	0.1604508	0.1435334	0.8051097	0.2136116	0.2648645	0.3355273	0.6338361	0.6227213	0.0102878	0.4492598	0.0068383	0.3860879	0.0444933	0.5614014	0.1355154	0.3072519	0.5844044	0.4621929	0.1439357	0.4449636	0.1100461	0.4035799	0.1626459	0.6656145	0.6457653	0.0604180	0.5370469	0.0094312	0.7082206	0.4927844	0.7172173	0.1192805	0.1115490	0.3265294	0.3564721	0.0426445	0.3059899	0.4336132	0.1852326	0.1378697	0.7477279	0.6333295	0.0264439	0.1498761	0.5044833	0.6906803	0.5816670	0.4711207	0.1815123	0.5427316	0.7091046	0.6971493	0.5786257	0.6610116	0.3521109	0.5352940
0.1598522	0.2709284	0.1777677	0.2478022	0.2281989	0.4876229	0.4678765	0.0665791	0.0902632	0.4831378	0.4189170	0.6302427	0.1243700	0.2277425	0.4498458	0.3934189	0.0046275	0.2307718	0.3541225	0.0734259	0.2791273	0.0542009	0.6525145	0.3667671	0.1343661	0.0929313	0.3261875	0.3110759	0.6428753	0.0342840	0.1887468	0.4835179	0.6809826	0.0002119	0.7651391	0.1933513	0.2749936	0.5921550	0.6019007	0.6539442	0.1172597	0.4064052	0.2425146	0.3172811	0.5069315	0.1597896	0.3800952	0.6185385	0.5745359	0.4863593	0.6792971	0.1448907	0.3109524	0.2728130	0.6493766	0.5584421	0.2272334	0.3022057	0.6546901	0.0856375	0.3243931	0.0443159	0.1108115	0.4595370	0.2907723	0.3403431	0.6166466	0.4699224	0.2567133	0.4771765	0.4373095	0.5010944	0.1440155	0.4590085	0.2860973	0.3960220	0.0437019	0.6382540	0.5956735	0.7744045	0.3763780	0.6332825	0.2058171	0.5842881	0.4767133	0.3188757	0.0100127	0.2137246	0.0542635	0.3127640	0.1098432	0.2888326	0.0326269	0.1184449	0.0002093	0.2635400	0.1098808	0.0383965	0.3467040	0.0001294	0.1608664	0.2499222	0.0037643	0.6619297	0.3795763	0.3139996	0.4723200	0.1693465	0.2809076	0.0324252	0.0480070	0.0018684	0.0849979	0.1032830	0.2339283	0.0347175	0.1185983	0.0071330	0.0041573	0.2461161	0.0068669	0.4630056	0.0010967	0.0316507	0.0060796	0.4693286	0.1710481	0.2646766	0.1742493	0.1062318	0.7575777	0.0102317	0.2732532	0.2016118	0.3278821	0.0042645	0.2284543	0.0009817	0.1298093	0.1194441	0.2974099	0.3753801	0.1591199	0.3475681	0.2641551	0.0415108	0.5123679	0.2949083	0.1762272	0.2040519	0.5292817	0.5496111	0.1040758	0.4476272	0.0004582	0.2445005	0.2154953	0.4428902	0.1155811	0.5034919	0.5945626	0.3468382	0.0635482	0.2262340	0.5462942	0.3993318	0.0185384	0.6213383	0.6103746	0.0609994	0.1469820	0.0190237	0.5649585	0.5547756	0.7174459	0.1419453	0.3167263	0.3526036	0.2988857	0.6285538	0.5173223	0.3296196	0.2345457	0.1266565	0.5948173	0.3948158	0.0859275	0.2918644	0.3995253	0.2103191	0.3994874	0.4157339	0.2653069	0.4133806	0.6265618	0.5804767	0.0685749	0.1847190	0.3161437	0.4823685
0.2671641	0.1957758	0.4030328	0.4381902	0.0245938	0.7016473	0.3039246	0.1661712	0.6206352	0.5358445	0.5681982	0.5552452	0.1874986	0.3011145	0.6854098	0.5231026	0.0248053	0.5130016	0.6174111	0.1869529	0.4584346	0.0582150	0.8087125	0.0538251	0.1087213	0.7093452	0.6489677	0.2696946	0.5570565	0.0023731	0.4253580	0.5688828	0.4926489	0.0247159	0.6351183	0.4505293	0.3031690	0.4738788	0.4020812	0.4842907	0.1422998	0.1403071	0.2960465	0.4080745	0.5781033	0.0952050	0.3690679	0.5999325	0.4841910	0.3862833	0.5601279	0.1994432	0.4212493	0.2708503	0.6583076	0.2939745	0.0408583	0.0291878	0.6585447	0.0399351	0.5825570	0.1147046	0.0000474	0.5542290	0.5743928	0.4474235	0.6754018	0.6482898	0.0139002	0.0811914	0.3348808	0.3491949	0.0766412	0.1470598	0.5934029	0.4368441	0.2110225	0.3689244	0.6887446	0.6422542	0.2642026	0.5174709	0.4682154	0.7031756	0.5369510	0.4499067	0.2136984	0.2869216	0.2922811	0.2135531	0.5419994	0.1778773	0.2646267	0.1147507	0.3151548	0.2949827	0.4015664	0.1707810	0.0365830	0.0017579	0.5113242	0.2797688	0.0351620	0.7652146	0.2113967	0.4928542	0.5418047	0.0158370	0.7375769	0.4534524	0.5184112	0.0249995	0.3760949	0.0009041	0.0538796	0.1162152	0.0217296	0.0456304	0.0675727	0.4073296	0.0322605	0.2946085	0.0521355	0.0871657	0.0111438	0.6152715	0.3139009	0.1540956	0.0208545	0.0193199	0.6255245	0.0040076	0.0689857	0.2828619	0.6766685	0.3760388	0.2576214	0.0306037	0.4766581	0.0490912	0.1614117	0.4179636	0.3184001	0.3109853	0.3065382	0.0197030	0.3773614	0.2717295	0.1370695	0.1740274	0.4989655	0.6415545	0.0515229	0.2157457	0.0014636	0.5790950	0.1354256	0.4756326	0.4391927	0.6022630	0.6143033	0.4535457	0.3038141	0.1932031	0.5915204	0.5515607	0.0115654	0.6243191	0.5444070	0.0539187	0.0061447	0.0137421	0.8269898	0.7520617	0.4168559	0.4974871	0.3463819	0.1388713	0.1485516	0.5951745	0.5445618	0.3525182	0.2234166	0.3906225	0.4043925	0.5033871	0.2089776	0.1459918	0.5516189	0.4873078	0.3148617	0.5395467	0.1752739	0.5007634	0.4362252	0.6385875	0.4223692	0.5200632	0.2626492	0.5430816
0.4229980	0.3055307	0.4580564	0.1636786	0.2937449	0.5530085	0.4322062	0.0045994	0.0980285	0.4323191	0.3578031	0.4721515	0.1062715	0.1284030	0.7820551	0.1504297	0.0004610	0.3120639	0.2113582	0.0085933	0.2035269	0.0942901	0.4538919	0.2834988	0.2407165	0.0641461	0.3556572	0.0909888	0.6175236	0.0269694	0.2667456	0.3428155	0.5369964	0.0387352	0.6410782	0.2457875	0.0609440	0.6503671	0.5869612	0.4770454	0.2102482	0.1226825	0.1798515	0.5434739	0.4943464	0.1263616	0.3855526	0.6702750	0.6934464	0.3481017	0.7331757	0.1754196	0.4927292	0.2933018	0.7244402	0.1135868	0.1661258	0.0830944	0.6907158	0.2641943	0.3750165	0.1295078	0.4461128	0.4375053	0.5268625	0.2803985	0.6306804	0.6060448	0.2846776	0.2386282	0.1528009	0.4611482	0.1494272	0.2699419	0.3344553	0.4021391	0.0181243	0.7049245	0.5894379	0.7787598	0.2865325	0.6354753	0.3171759	0.8464145	0.3754028	0.6778909	0.0344058	0.2564796	0.1023237	0.2325003	0.0029808	0.0443728	0.0865279	0.1008232	0.0101885	0.0120471	0.2845890	0.0149979	0.1047123	0.0014268	0.2214251	0.0497980	0.0050382	0.6199457	0.0941274	0.0595128	0.4756330	0.5938433	0.1344378	0.0016243	0.1113078	0.1895689	0.0152140	0.0002971	0.0000496	0.2410634	0.0004571	0.0000497	0.0004437	0.0252701	0.0005275	0.0039800	0.0640703	0.0424585	0.0726781	0.5392055	0.2129887	0.0888320	0.2628319	0.0010912	0.5728966	0.1299125	0.1364284	0.0336438	0.1340944	0.0000005	0.1454163	0.1689465	0.1862395	0.0949776	0.4187705	0.4899502	0.2174668	0.1540306	0.2629843	0.0905267	0.4775799	0.5063800	0.1435109	0.0448372	0.6678261	0.6683351	0.0697911	0.1024637	0.2841339	0.5093810	0.4641367	0.3451443	0.6476363	0.6693819	0.5464343	0.2069245	0.1542618	0.2633354	0.6212643	0.3461852	0.0075935	0.6294279	0.4814714	0.0934522	0.1953422	0.0046559	0.6572759	0.6182500	0.7477215	0.2954665	0.4540312	0.4103043	0.3170039	0.3682547	0.7088591	0.3207189	0.1663024	0.0873347	0.5817843	0.3686208	0.0580013	0.5091486	0.4066488	0.5321812	0.4589948	0.4637415	0.2165612	0.1345119	0.4900045	0.6658729	0.1539317	0.1187899	0.0010011	0.6978803
0.3183767	0.0830818	0.0717083	0.0482582	0.2338574	0.6329376	0.3038312	0.0985120	0.3324846	0.4422313	0.7702920	0.2549169	0.2045763	0.2173189	0.6935187	0.5083589	0.0017561	0.4278643	0.5649256	0.0495106	0.2004358	0.0858203	0.2512735	0.6182806	0.3099662	0.4807975	0.5317056	0.1957574	0.5596086	0.0102367	0.3034260	0.6219346	0.8230655	0.0000457	0.6729800	0.3883146	0.2729615	0.7155841	0.5765112	0.4997911	0.0769624	0.0896395	0.5083846	0.4869272	0.5709200	0.0829690	0.2562312	0.7102252	0.7070304	0.5819699	0.8768754	0.3257856	0.0663640	0.3174300	0.6320192	0.3331820	0.4049845	0.1233977	0.7249915	0.3847103	0.3475242	0.2489838	0.3112193	0.2869410	0.5770490	0.3302129	0.7464086	0.7322051	0.1295043	0.6350429	0.5215562	0.4568356	0.2418850	0.5768858	0.5637842	0.6099656	0.1445289	0.5845677	0.5567575	0.8420910	0.4803001	0.7474470	0.3677292	0.6354115	0.5119654	0.1465394	0.3182697	0.2728766	0.2739882	0.1483308	0.4115239	0.1296929	0.0396097	0.0330485	0.1306453	0.2153103	0.2048160	0.1842174	0.0595722	0.0908549	0.1329111	0.3549513	0.0662391	0.5421763	0.0565890	0.5559064	0.5476797	0.1482188	0.8607051	0.1653233	0.8304986	0.3927032	0.4271030	0.0005522	0.0038415	0.0430798	0.2686933	0.2789287	0.1137491	0.4724287	0.0569487	0.0329428	0.3088983	0.1399905	0.2369565	0.6859627	0.4287171	0.2989531	0.1612458	0.0558650	0.6485343	0.0163165	0.1843570	0.4993067	0.5044532	0.5851410	0.2843481	0.0823768	0.2940124	0.2275711	0.2263999	0.6532511	0.2182091	0.1941616	0.3032210	0.0589240	0.3638839	0.5244331	0.3994887	0.1894052	0.4884370	0.5428933	0.0665258	0.2476378	0.0169333	0.5772487	0.4737092	0.5252713	0.1854491	0.6309243	0.5637093	0.4339208	0.0923914	0.4075596	0.6023402	0.5803799	0.0117499	0.2799194	0.6771322	0.1344113	0.2285778	0.0675850	0.7398441	0.5039711	0.6719598	0.3124631	0.2015675	0.2982138	0.0885684	0.3357951	0.2256312	0.3504097	0.1577311	0.3200732	0.6359506	0.3576941	0.2125325	0.5065851	0.3682801	0.5978508	0.1860698	0.5768619	0.3028445	0.3995300	0.6129175	0.6139790	0.3894043	0.5476905	0.3083048	0.4265588
