nrfD	narP	ydhT	ydhX	ydhU	narL	ydhV	ydhW	ydhY	fdnG	fdnI	fdnH	hcr	ytfE	fdhF	hcp	yoaG	yeaR	nsrR	nrfC	nrfB	nrfA	nrfF	nrfE	nrfG	flhD	ccmE	ccmF	ccmH	flhC	ccmC	ccmB	ccmA	ccmD	modE	ccmG	napH	napF	napB	napC	napD	napG	napA	iscR	fnr	yecR	fliY	fliZ	fliA	norW	hyaA	hyaC	hyaD	norV	norR	dmsB	hyaB	appY	hyaE	hyaF	dmsA	dmsC	glpA	glpB	glpC	ppdB	fliR	gltL	flhA	flgG	fliN	fliQ	fliL	flgH	fliI	yhjH	fliK	hdfR	dcuS	ycgR	flgD	pheM	fliD	flgI	fliP	gltI	flgB	ppdC	gltJ	ygbK	flgC	fliO	dmsD	ygbA	ppdA	ynfG	ygdB	flgM	flgJ	flgE	flgN	fliG	fliH	flhB	flgF	fliF	flgA	fliE	fliJ	ynfE	fliT	ynfH	fliM	rplT	ynfF	gltK	narX	fliS	recC	flhE	nikB	nikR	nikE	nikD	nikA	nikC	frdA	aspA	moaB	moaA	lrhA	cydC	moaE	cueR	moaC	moaD	hydN	frdD	dcuR	frdC	frdB	dcuB	fumB	cydD	dcuA	qseB	moeB	moeA	nirD	nirC	cysG	nirB	mdh	hmp	hypF	glpR	adhE	hycD	narK	hypD	hycG	fhlA	hycB	hycE	hycA	hypC	hycI	hypB	hycH	hypE	hycC	hycF	hyfC	hyfE	hypA	hyfF	hyfR	focB	hyfD	hyfA	hyfG	hyfJ	hyfI	hyfH	hyfB	aceF	ubiA	aceE	ubiC	mglB	scpA	cueO	rybB	yqjI	rpsI	xdhA	rffE	rffD	ydeJ	tadA
0.0258111	0.7867407	0.1592399	0.1175889	0.0009478	0.6144108	0.5326483	0.5377215	0.3112920	0.1548218	0.4763953	0.0898593	0.7992022	0.3358831	0.4256786	0.4857818	0.6306547	0.0996548	0.4879322	0.1941554	0.7131522	0.3863636	0.4066971	0.1856450	0.6433874	0.1530931	0.5797897	0.2375008	0.0447033	0.7258530	0.2566785	0.6203107	0.6125767	0.6584494	0.6092951	0.4309629	0.7791115	0.4355806	0.4177284	0.2858870	0.5805267	0.0915459	0.7572384	0.5188162	0.5159193	0.7957067	0.6044029	0.1349243	0.3194996	0.2972481	0.5820515	0.6618054	0.0750319	0.3323135	0.4385980	0.2557090	0.6428701	0.7570467	0.3281641	0.3227037	0.1711915	0.7007750	0.1352079	0.2999959	0.5183170	0.8150473	0.4897032	0.6150038	0.6089468	0.3937310	0.5825872	0.0617151	0.4483893	0.4350794	0.4046481	0.3323819	0.4967073	0.6720312	0.1064023	0.4840375	0.5594152	0.2108904	0.1409064	0.6642649	0.6440777	0.0211859	0.0015220	0.3848417	0.2912720	0.3967377	0.1728211	0.6541780	0.2413971	0.0023899	0.2869133	0.6188188	0.4503097	0.2398365	0.7091893	0.7565248	0.4319061	0.1692480	0.6050932	0.2003757	0.4945979	0.2629561	0.4438539	0.2997347	0.5646089	0.4535687	0.5771915	0.2508067	0.1855373	0.0002020	0.5950710	0.3794907	0.4315436	0.3927244	0.7044956	0.2859883	0.2469254	0.4688838	0.1871434	0.2854471	0.3884420	0.2547613	0.0002264	0.2235685	0.3755663	0.3984138	0.3657622	0.7667243	0.2197584	0.7692282	0.3240368	0.2916097	0.4508148	0.6317065	0.3211913	0.4374422	0.2143573	0.4901396	0.1277522	0.5132702	0.2287775	0.6770910	0.5126143	0.3915122	0.7596291	0.2450502	0.7024034	0.6257183	0.3743660	0.2711739	0.6920822	0.6930011	0.2494852	0.4703860	0.6012920	0.4514000	0.6755742	0.4493703	0.2186146	0.1172060	0.6333012	0.3529506	0.0000916	0.4952760	0.1844472	0.4342023	0.1966016	0.4723021	0.4302287	0.5650765	0.2994063	0.4645438	0.6039735	0.2705503	0.5824347	0.6043666	0.0853379	0.5101042	0.1264929	0.3019241	0.3094995	0.5496202	0.0001425	0.4051455	0.0106867	0.0773679	0.5568123	0.6191153	0.5841262	0.3226940	0.1822974	0.6408015	0.3066995	0.5428600	0.5181635	0.3047602
0.0721700	0.5969567	0.2362014	0.1700931	0.0279293	0.5843470	0.4841176	0.5649599	0.1917447	0.1108321	0.3186836	0.3631273	0.6233359	0.6602040	0.3063558	0.3902753	0.7083667	0.1997257	0.6513143	0.0008963	0.4812602	0.4727748	0.2327084	0.0313547	0.6889257	0.1655724	0.6423462	0.3587137	0.1459749	0.6617151	0.2077189	0.6374096	0.6953257	0.3053547	0.7019944	0.4018973	0.4706279	0.5272659	0.0291649	0.0964248	0.2759413	0.0563864	0.4183064	0.6001815	0.6968582	0.6282771	0.2617435	0.0096174	0.2233284	0.0947844	0.1358174	0.7398836	0.0020272	0.2196107	0.3139098	0.2850926	0.6695151	0.7421781	0.2930264	0.4470620	0.2133759	0.6543819	0.1570705	0.2249009	0.2257898	0.7736177	0.3731233	0.5196448	0.3486606	0.0887136	0.6398510	0.0102378	0.0754957	0.3110531	0.4812076	0.0598308	0.4545296	0.5255790	0.3466059	0.1811444	0.8153002	0.2525252	0.2242356	0.6357966	0.5976718	0.0006645	0.1698186	0.4533292	0.4418382	0.3705899	0.1348102	0.3921907	0.3042121	0.0195369	0.2822716	0.6804083	0.2989286	0.1420862	0.6074156	0.5540660	0.3636403	0.4156825	0.4711944	0.2190495	0.3120666	0.5468150	0.3713409	0.3156868	0.5183990	0.7160820	0.4483358	0.5697598	0.2122182	0.0626260	0.7461024	0.1091185	0.5879700	0.6491331	0.0752698	0.5557066	0.3201150	0.4368328	0.0253956	0.1431887	0.3665740	0.2755411	0.0001928	0.1827983	0.2680741	0.3343883	0.4076601	0.5068509	0.3716450	0.6345292	0.0403480	0.5459296	0.5085635	0.2171729	0.2698012	0.1518603	0.5036522	0.4954369	0.2398246	0.4936296	0.0105617	0.7402408	0.5208193	0.2256456	0.6816255	0.2010123	0.6774858	0.6671190	0.4118028	0.1345830	0.6696352	0.5712880	0.0628878	0.2581701	0.5905038	0.4070646	0.4003613	0.4056838	0.6244276	0.0485827	0.7593109	0.2983906	0.0000392	0.3612630	0.1241218	0.4173751	0.1476901	0.7562769	0.3654434	0.2381562	0.1504023	0.0798089	0.2465720	0.2921511	0.2899102	0.6001792	0.1766476	0.2584118	0.3339673	0.2950372	0.4929453	0.5490020	0.0001144	0.3127481	0.0001799	0.1802232	0.6943054	0.5002891	0.3176647	0.6170187	0.1868463	0.5722107	0.2828871	0.4163084	0.5429182	0.2513019
0.0000113	0.4523822	0.4929738	0.5269472	0.1281428	0.4251294	0.5739879	0.6342409	0.0597675	0.1120529	0.5195714	0.6009539	0.3308824	0.4172093	0.4509612	0.5492463	0.1726259	0.1293622	0.7047599	0.2875826	0.6337214	0.3414795	0.0019119	0.3934058	0.5186379	0.0688611	0.6617050	0.0479088	0.1144245	0.6754756	0.4528990	0.4903967	0.5934881	0.6677234	0.5448708	0.2276244	0.1826950	0.3426376	0.0023489	0.1479229	0.2025958	0.0001827	0.5146025	0.6702926	0.2259260	0.5041395	0.2406239	0.0116450	0.4566066	0.5591916	0.4101451	0.6952520	0.0445712	0.5594796	0.2848567	0.3184823	0.6478872	0.5376716	0.4308354	0.2635411	0.0237345	0.5650838	0.0394814	0.3316067	0.0617710	0.4258560	0.1877174	0.7251189	0.6896177	0.0600559	0.6581999	0.0896635	0.2224915	0.3869491	0.2767526	0.0988294	0.6342686	0.4077692	0.3239355	0.2683059	0.7295399	0.4483494	0.2745873	0.6249023	0.2959394	0.0006942	0.1413530	0.2801940	0.5278845	0.3747750	0.0449971	0.3294687	0.4337459	0.2007502	0.2965806	0.4769791	0.5618132	0.0691409	0.6222020	0.5056088	0.5814916	0.1754581	0.4867839	0.1461627	0.3906739	0.5011940	0.4341182	0.2889336	0.4890551	0.5097621	0.4944914	0.3442492	0.0467927	0.0814539	0.2249650	0.0456700	0.5948299	0.4638065	0.0310646	0.5479964	0.3008734	0.6014496	0.0689101	0.4254264	0.2150734	0.2468511	0.0000154	0.1754016	0.3134345	0.2393259	0.5426761	0.6520072	0.3076309	0.6133565	0.0280798	0.0876418	0.1018748	0.0656465	0.0978007	0.1570151	0.3018659	0.3618708	0.1120450	0.5330909	0.0016499	0.5031697	0.6327528	0.7284830	0.7145343	0.0285072	0.6484890	0.6119599	0.4562178	0.4433863	0.5081188	0.5220840	0.2450769	0.5783114	0.6252229	0.1314219	0.1772332	0.2726750	0.4062006	0.0006395	0.6541522	0.0246573	0.1345135	0.1167337	0.1665191	0.1468626	0.0391798	0.7148410	0.8350389	0.3757561	0.3012281	0.0145950	0.3147526	0.3833077	0.3432716	0.4583013	0.2331191	0.7102249	0.1138246	0.3770495	0.6550070	0.4300862	0.1186329	0.1585105	0.1080449	0.1959832	0.4076152	0.3559781	0.2005882	0.4345817	0.3381811	0.3105473	0.2843181	0.2646996	0.0720434	0.3390302
0.0704445	0.7204130	0.5083262	0.4783640	0.0047408	0.6245326	0.5123923	0.5815843	0.4249192	0.3856347	0.4805276	0.4283648	0.1622377	0.7941770	0.4788212	0.5596013	0.6693088	0.0136727	0.7264969	0.1064976	0.7182329	0.6135696	0.4523090	0.1047819	0.5419185	0.1799312	0.7360227	0.1876483	0.0252452	0.5228985	0.3773451	0.7485258	0.5558900	0.6389147	0.5960912	0.4978253	0.5277580	0.5763410	0.2261439	0.1254707	0.5563752	0.1085399	0.4510629	0.5380363	0.6659668	0.6877170	0.2500835	0.0529955	0.2507405	0.1261579	0.6842022	0.8143158	0.1511896	0.1506093	0.4092547	0.4509660	0.4163776	0.6492705	0.3321496	0.3241751	0.0527579	0.6289816	0.1109673	0.1461085	0.2974942	0.6955024	0.4894667	0.5007812	0.4961552	0.3336603	0.6651109	0.3558143	0.7144446	0.5619141	0.3706681	0.4208024	0.6814008	0.7212528	0.1602952	0.4195832	0.7653631	0.1854189	0.1770524	0.5797350	0.4722647	0.0274043	0.2340983	0.4803819	0.4566266	0.5417854	0.1417351	0.5541998	0.3350320	0.0237665	0.2340122	0.6921801	0.3843629	0.1880286	0.6359989	0.6355443	0.4928366	0.2333801	0.1929620	0.2214505	0.4020739	0.5095658	0.5712498	0.6021780	0.6595740	0.7212715	0.4936848	0.3487509	0.2085790	0.0011700	0.3259779	0.3665391	0.4218126	0.5850991	0.7283352	0.3563853	0.0457557	0.5590739	0.1900216	0.1732549	0.4538092	0.4680482	0.0008974	0.2820098	0.3977025	0.3441734	0.5930640	0.5622577	0.1882503	0.7833307	0.0903101	0.4124496	0.1786639	0.7362738	0.5423093	0.4692142	0.5904151	0.3737035	0.1690917	0.4790646	0.1143500	0.7734767	0.3632036	0.2532346	0.7231941	0.3634870	0.6441304	0.6838752	0.3824696	0.3655471	0.6641628	0.7111517	0.1054905	0.5785006	0.6974106	0.4885138	0.1324084	0.2193416	0.5743504	0.2233376	0.3535156	0.0522200	0.0004007	0.4086779	0.1292235	0.0814959	0.1838139	0.3018127	0.0943673	0.2284498	0.0797556	0.0442794	0.0994319	0.1374190	0.1300056	0.3684476	0.0169693	0.5923394	0.0086876	0.2235435	0.3049548	0.1808221	0.0001588	0.4064123	0.0036513	0.1897546	0.5859799	0.4782715	0.2856859	0.4063223	0.0587033	0.6559282	0.1857299	0.2626293	0.6918995	0.2642607
0.1095313	0.7205100	0.3337239	0.5090056	0.2511280	0.3841197	0.6838691	0.6230124	0.4793996	0.0963912	0.3256644	0.3573014	0.1523977	0.3119090	0.5655553	0.4936830	0.5795753	0.0044432	0.5318883	0.0000356	0.5389081	0.4478062	0.4265301	0.3582402	0.3208567	0.0014401	0.6207577	0.0131503	0.0000901	0.6716648	0.7279628	0.7375238	0.4647624	0.1230346	0.3929012	0.2194544	0.6867261	0.3667540	0.1138143	0.0638804	0.6131467	0.1901622	0.4934280	0.6297952	0.7875769	0.6899956	0.4140220	0.1995340	0.1448635	0.2417102	0.4291224	0.6202521	0.1615158	0.2230791	0.3270847	0.5950927	0.6685785	0.7129208	0.3848087	0.6172984	0.0772288	0.7087282	0.0001032	0.4602242	0.2363626	0.1401054	0.2558304	0.5731448	0.3312054	0.0001008	0.4957392	0.0834706	0.0001074	0.6109149	0.3519277	0.1817780	0.4097793	0.6688950	0.0140464	0.0000600	0.7333994	0.1612065	0.0010455	0.4727493	0.0314423	0.2224114	0.1731083	0.4898979	0.4448663	0.5101816	0.1234820	0.3093841	0.3451415	0.0003409	0.2855390	0.4222191	0.3163869	0.1290867	0.4731982	0.4382955	0.2885953	0.2636069	0.4192861	0.4444356	0.3662202	0.2197045	0.2985121	0.4024274	0.3105097	0.3795616	0.4660729	0.0505204	0.0012168	0.0978170	0.6056641	0.0347826	0.4278510	0.4315806	0.0593443	0.3160106	0.5485202	0.3421580	0.1330713	0.3238333	0.5546791	0.3543792	0.2727972	0.2359678	0.4709499	0.3292912	0.5440333	0.5280200	0.3492576	0.5485903	0.2198862	0.1760768	0.0686747	0.4243949	0.6202626	0.5440276	0.4264715	0.4588689	0.2419323	0.6328263	0.0861751	0.4969881	0.2499323	0.2829770	0.6359900	0.0691758	0.5678184	0.6383729	0.3313906	0.2192834	0.6243542	0.6285198	0.2173147	0.3976262	0.6744061	0.4603058	0.1892565	0.3761004	0.1115598	0.1812329	0.3302648	0.5959013	0.0000611	0.4291861	0.3800278	0.1784564	0.2271251	0.6546216	0.5234965	0.2684896	0.3115447	0.0595825	0.1498765	0.3103398	0.3268604	0.2358403	0.3137773	0.6510612	0.3791424	0.2606727	0.4703478	0.6367133	0.0090667	0.5566413	0.0017731	0.1243764	0.6929551	0.3209318	0.2738169	0.3988343	0.0369554	0.6172242	0.3500279	0.4982394	0.5451343	0.4064480
0.0128866	0.6450278	0.1133290	0.2506664	0.0002768	0.5797420	0.4809743	0.6016383	0.5888843	0.0060420	0.3283805	0.1986990	0.4561229	0.3589780	0.3023094	0.4522163	0.2255641	0.0793747	0.6235038	0.2866123	0.7132708	0.2746124	0.3087763	0.4495610	0.6133364	0.0463387	0.5225945	0.1237606	0.0000982	0.6713442	0.3534767	0.6674623	0.6196299	0.7099317	0.7073025	0.1950402	0.5487718	0.2091367	0.2570082	0.2684183	0.5662091	0.3640430	0.7421344	0.5471924	0.4709942	0.6584867	0.1658915	0.1924954	0.1722101	0.1772860	0.5835999	0.5845601	0.0002240	0.2126572	0.3915049	0.2932260	0.4419854	0.7326675	0.2796925	0.4669194	0.1691735	0.5175221	0.5212848	0.3106490	0.0839462	0.6777136	0.3999998	0.5033656	0.5030261	0.0629987	0.5878437	0.0010294	0.0437120	0.4456053	0.4350835	0.0004256	0.5967352	0.6930360	0.0765342	0.2033875	0.6146194	0.3147275	0.0580445	0.6834953	0.6326742	0.0180220	0.0011095	0.5209173	0.4438055	0.2804775	0.1918084	0.4782380	0.4039884	0.0032419	0.2400321	0.7278183	0.4149343	0.1082436	0.7064737	0.7697446	0.7747071	0.3711632	0.2423899	0.5183946	0.2492065	0.1963545	0.2724073	0.7251035	0.4549360	0.6206635	0.5917037	0.5769607	0.0974208	0.0017686	0.5822115	0.3554663	0.4762395	0.4334244	0.1625871	0.6818891	0.3588372	0.2876389	0.1372075	0.1664678	0.2349697	0.1808975	0.3404379	0.1695498	0.5064933	0.4051359	0.5598151	0.5600448	0.2161616	0.5667714	0.1915553	0.4163525	0.0539789	0.6171385	0.4924558	0.3370451	0.5611728	0.3071153	0.2714562	0.5733607	0.1561931	0.7439933	0.5683779	0.3074334	0.6768044	0.4443966	0.6209970	0.6163605	0.5448413	0.3944872	0.4263589	0.6394855	0.2820421	0.2746855	0.6418126	0.4180996	0.2624692	0.2706614	0.3496183	0.0227956	0.4252817	0.5079113	0.2684606	0.7605705	0.2319967	0.0629799	0.1897624	0.5555141	0.3691478	0.2676129	0.1413300	0.1316811	0.1651906	0.2873091	0.5394783	0.1842272	0.0470265	0.4560653	0.0059852	0.2304779	0.3109041	0.4211608	0.0226889	0.3735910	0.0277665	0.0094021	0.6462575	0.4785723	0.2862154	0.3746361	0.1414245	0.5666610	0.2881736	0.2118596	0.4830359	0.3760739
0.1828791	0.5658540	0.2785849	0.3153611	0.0513284	0.5245230	0.5679281	0.5664961	0.3529016	0.3610842	0.4395827	0.1101558	0.6849328	0.3105410	0.3248734	0.4972943	0.2532198	0.1314326	0.5764268	0.0962698	0.5959650	0.4136715	0.1691374	0.1988653	0.8211209	0.0673277	0.5869216	0.2022826	0.0804774	0.4647009	0.5337065	0.6055675	0.4867103	0.3665289	0.6439716	0.5369776	0.6343088	0.5621348	0.4652970	0.1097452	0.4917375	0.3650011	0.4632254	0.2742685	0.5962093	0.6648476	0.5211127	0.3480635	0.0650387	0.2088252	0.3315606	0.7950449	0.0167233	0.1268308	0.4593432	0.3890959	0.5163370	0.5998729	0.4806544	0.0992298	0.0754534	0.5491829	0.1070641	0.3858477	0.2065716	0.6017785	0.4276722	0.4771590	0.4164129	0.0746971	0.8110059	0.1583321	0.1479499	0.2463600	0.4224052	0.0030053	0.4997356	0.5064344	0.1437531	0.1530539	0.6795471	0.0622481	0.0381480	0.5671478	0.3157157	0.3360277	0.1806256	0.2240597	0.3733928	0.2962090	0.0398935	0.5152541	0.2713325	0.0980691	0.2254712	0.6776619	0.2120329	0.2680558	0.6931172	0.6218984	0.4365714	0.1901116	0.1274265	0.1858187	0.3622243	0.3158874	0.6719729	0.3304498	0.5889738	0.5460255	0.7438576	0.2930655	0.1003952	0.0007766	0.5148111	0.1030320	0.5669609	0.4142351	0.3494019	0.2258035	0.2902471	0.3644755	0.1471017	0.4300983	0.3958883	0.3915154	0.0005243	0.3273092	0.3048630	0.4356450	0.6469333	0.5349292	0.1363542	0.3542238	0.3416350	0.4918108	0.2675341	0.3540874	0.6447105	0.3874071	0.6470882	0.6018849	0.3547109	0.7927858	0.1671189	0.6889027	0.3907683	0.2981398	0.6427173	0.1183843	0.6010317	0.6876797	0.6148190	0.3182093	0.4308321	0.4936790	0.0010957	0.4104300	0.8060865	0.3447744	0.2755977	0.4436416	0.3046773	0.2828128	0.7859735	0.4941844	0.0000222	0.6320293	0.1491097	0.2659678	0.2559479	0.5336921	0.3402836	0.4759969	0.6045435	0.2440627	0.3098623	0.1496003	0.1921556	0.2533305	0.0490627	0.6795862	0.0618486	0.5200618	0.2336206	0.3292405	0.0104820	0.5087452	0.0002608	0.1702313	0.5937090	0.3513214	0.3773427	0.4395720	0.1458858	0.5849037	0.2867674	0.4647259	0.7103858	0.1598721
0.0007755	0.6481379	0.2499659	0.4679380	0.0072333	0.1794483	0.4056134	0.5950950	0.5272061	0.1022437	0.0059862	0.2104051	0.4386515	0.0025410	0.6264079	0.6318603	0.6337568	0.0000121	0.5987565	0.0000421	0.2367161	0.4570285	0.0026026	0.1398946	0.4395418	0.0064082	0.5952519	0.3588065	0.0549953	0.6905466	0.6073223	0.6284163	0.4755815	0.1339659	0.2505584	0.0835892	0.6003662	0.2566589	0.0001226	0.1974931	0.5994722	0.3242823	0.6936719	0.6688724	0.6765938	0.6475737	0.5522952	0.0000902	0.0740178	0.2195752	0.4199721	0.4781961	0.0008409	0.4800599	0.2839980	0.3542681	0.2471252	0.5311571	0.0185174	0.4396666	0.5995148	0.7327933	0.0002892	0.4011267	0.1798733	0.0097086	0.5137142	0.5737423	0.4769379	0.0854285	0.6046494	0.0012053	0.1127476	0.4557459	0.2456719	0.0013317	0.4773592	0.5928149	0.5572473	0.0007453	0.7010519	0.2891751	0.1050181	0.3903774	0.1085457	0.0002348	0.1694111	0.3602292	0.3975667	0.4164448	0.1027357	0.1673567	0.6314462	0.0003759	0.3611188	0.6697972	0.4022564	0.0889254	0.3419234	0.4398563	0.4837238	0.2082805	0.3352423	0.2362914	0.2397903	0.2771644	0.5999153	0.6808792	0.3654720	0.4360311	0.6376833	0.2595737	0.4743577	0.0782257	0.6156612	0.2397257	0.2477891	0.3375556	0.3686814	0.3468154	0.6351792	0.6356395	0.1830624	0.3591455	0.6813858	0.4724029	0.0018967	0.4944770	0.1632003	0.2574113	0.6374316	0.4207269	0.3970935	0.6644818	0.0216976	0.1059594	0.1650537	0.4084053	0.4032121	0.3761286	0.6831820	0.5878669	0.2676213	0.6616612	0.2330318	0.6020519	0.3237225	0.2273257	0.6682791	0.2958536	0.6270797	0.6493727	0.4554224	0.2382496	0.5733895	0.4841477	0.0664410	0.3369036	0.5581009	0.5235745	0.1312480	0.3204094	0.4763029	0.0064359	0.1059297	0.1276634	0.1157918	0.6737533	0.0373795	0.1859992	0.0009003	0.5620319	0.2411697	0.4936218	0.2510956	0.0655689	0.2968835	0.1050201	0.1390014	0.6164792	0.1978770	0.5234363	0.1348777	0.1918077	0.5549457	0.4738207	0.0142514	0.3404224	0.0080157	0.0033231	0.6287653	0.5029913	0.4782489	0.5907237	0.1381218	0.5286542	0.3531147	0.4250732	0.6519563	0.3051050
0.0744065	0.1996238	0.0785077	0.6097868	0.1083927	0.3716847	0.6308823	0.6875781	0.6427637	0.5373233	0.6628462	0.6745607	0.7154234	0.3325922	0.4988779	0.4527678	0.2491985	0.0127015	0.6135879	0.1562188	0.5736622	0.1783605	0.1538385	0.2461575	0.7677143	0.0234739	0.5768547	0.1205407	0.5643624	0.7996957	0.6050937	0.3576187	0.6221530	0.6513294	0.5583768	0.1703888	0.7576988	0.1453551	0.3790003	0.3859634	0.2301472	0.0323467	0.4354716	0.6233078	0.7861998	0.7025842	0.2027764	0.0014875	0.0246418	0.4516700	0.4905891	0.7733997	0.1604781	0.1696039	0.2345854	0.4974755	0.3621253	0.5616706	0.3651878	0.3447708	0.0340855	0.6988172	0.3248219	0.1935989	0.0427262	0.1686947	0.3325273	0.5189667	0.3818620	0.0480886	0.5558471	0.0500446	0.1659316	0.5462144	0.3764592	0.0143163	0.4773944	0.6098290	0.0151203	0.1696272	0.8146216	0.2193255	0.3541532	0.5384823	0.2514790	0.1238771	0.0448158	0.3803241	0.5394556	0.4248492	0.0046268	0.2970410	0.6125708	0.0000096	0.3056504	0.7460256	0.5594020	0.2894386	0.5722340	0.4116660	0.3032140	0.2209510	0.1877520	0.2284573	0.4633029	0.3892345	0.3016907	0.3410120	0.3372502	0.3082960	0.6455349	0.3367417	0.0126894	0.0754842	0.6886987	0.0032232	0.6636984	0.3971560	0.2579555	0.3460656	0.3891213	0.2789202	0.1095253	0.2295462	0.2440933	0.5286715	0.1401955	0.3726453	0.2195556	0.2987840	0.6206539	0.5587014	0.1966038	0.6507871	0.0926554	0.1463330	0.2599224	0.4554160	0.6080118	0.4305019	0.5134776	0.5419357	0.4080504	0.5794763	0.1350857	0.7388681	0.3389093	0.2587274	0.7354352	0.0591544	0.6441134	0.6721111	0.3358769	0.2373259	0.5384132	0.6910810	0.4157933	0.3762541	0.5711091	0.2747454	0.4300945	0.4087602	0.5552647	0.2421313	0.5338294	0.0755890	0.0880184	0.5646350	0.1847217	0.1237416	0.5396420	0.7142214	0.3647954	0.1915055	0.1949013	0.1694179	0.2578379	0.4124305	0.1549807	0.3271156	0.0690131	0.1978627	0.1558518	0.1131212	0.4723724	0.5486773	0.0092108	0.4546473	0.0139703	0.1984989	0.6696839	0.4822717	0.3028490	0.4435571	0.1737200	0.4134351	0.2400426	0.3511522	0.5673266	0.1901555
0.0521514	0.3434305	0.4844203	0.6250541	0.0255976	0.3579912	0.5034082	0.7522379	0.2031654	0.1115055	0.5080292	0.3081165	0.3927215	0.6185294	0.6951324	0.5346537	0.4511649	0.1330839	0.4588555	0.2589983	0.5862144	0.2335670	0.0076647	0.0502912	0.7031171	0.0183435	0.6081387	0.1414208	0.2177174	0.8041967	0.5477826	0.5816387	0.5228523	0.5665378	0.3742943	0.4503975	0.4581973	0.2723470	0.0013346	0.0332036	0.1696999	0.0245752	0.7341535	0.6274447	0.4942654	0.5286953	0.2908357	0.0541556	0.1780443	0.6486213	0.3785631	0.4347987	0.0054308	0.3330963	0.5057428	0.3862490	0.7390328	0.5004091	0.4177217	0.2581444	0.2729017	0.6760012	0.0013480	0.2765434	0.3008371	0.0355435	0.4471452	0.4997187	0.4766107	0.1643835	0.6120729	0.0011889	0.0008414	0.3990320	0.5677441	0.0604394	0.4222223	0.7543012	0.0428305	0.0009725	0.6548616	0.4350356	0.1056430	0.4154279	0.1377113	0.0254344	0.3403825	0.3785616	0.5622929	0.4801250	0.2183805	0.1253138	0.4245593	0.1251265	0.3040227	0.6730388	0.2602075	0.0367882	0.6393911	0.3510575	0.4436678	0.2873911	0.2634140	0.4073664	0.2576182	0.2350966	0.4630417	0.4086810	0.3725987	0.6374545	0.7352109	0.3306982	0.0989898	0.0426255	0.4876806	0.0275806	0.5098421	0.4098480	0.0001657	0.3237352	0.4900435	0.3808001	0.0010470	0.1224005	0.3806941	0.1423704	0.1997478	0.2386894	0.2302280	0.2084447	0.6644289	0.4503164	0.0249900	0.6089192	0.0436117	0.3889475	0.3781790	0.4181408	0.5537300	0.2175005	0.7432950	0.4338619	0.4672903	0.5541286	0.1237217	0.5938478	0.2692344	0.2881578	0.7691120	0.0463104	0.6052869	0.5952487	0.2749883	0.3372849	0.5836254	0.6151523	0.0739788	0.6954836	0.7294558	0.3789623	0.2738327	0.5346030	0.1538564	0.0247692	0.6358380	0.2805716	0.0001481	0.6051234	0.1247835	0.2615247	0.1367443	0.5899508	0.6673860	0.3451909	0.1937784	0.1039591	0.3269079	0.4503325	0.3812490	0.2406813	0.0694564	0.6567786	0.0607886	0.1982297	0.4819393	0.5790580	0.0003862	0.3886761	0.0090978	0.0963083	0.5329270	0.4993631	0.4259388	0.6201059	0.2000147	0.5870712	0.3654249	0.6622742	0.6322213	0.3320339
